Date,Ticker,Close,High,Low,Open,Volume
2018-01-01,GRASIM.NS,1098.72998046875,1123.5580760029845,1095.8005043846606,1118.9959469962316,188269
2018-01-02,GRASIM.NS,1094.504150390625,1108.4789325843094,1084.3712238184185,1103.100358256465,334784
2018-01-03,GRASIM.NS,1082.64208984375,1103.9166058056082,1079.6647052378949,1089.17329032038,670232
2018-01-04,GRASIM.NS,1124.03857421875,1129.0330571395048,1083.7949071585979,1089.7017689885859,1012807
2018-01-05,GRASIM.NS,1166.203125,1170.8133981778321,1124.4706534543657,1130.1854099398522,1014661
2018-01-08,GRASIM.NS,1155.4459228515625,1167.4517500489944,1142.9597166044541,1165.0505610672856,898877
2018-01-09,GRASIM.NS,1188.58203125,1194.7291407515015,1149.2508654757048,1156.8865496537028,1064611
2018-01-10,GRASIM.NS,1186.6611328125,1200.1077438966831,1175.8078152205837,1191.7996936636382,745166
2018-01-11,GRASIM.NS,1194.8251953125,1206.0626040061218,1173.5506780996523,1195.7856002475687,755517
2018-01-12,GRASIM.NS,1173.3583984375,1200.0114853574325,1163.9458664654003,1198.1866103131813,793507
2018-01-15,GRASIM.NS,1193.7205810546875,1211.249177464508,1173.3585605811195,1174.7513184026584,1910875
2018-01-16,GRASIM.NS,1180.41796875,1208.2715930470406,1166.539241585549,1193.8645784688745,860989
2018-01-17,GRASIM.NS,1198.6669921875,1205.390297250481,1165.242571392489,1181.3785270858639,718085
2018-01-18,GRASIM.NS,1169.46875,1205.390415362365,1155.4459426514143,1200.299880508577,593063
2018-01-19,GRASIM.NS,1175.1834716796875,1182.8671813840647,1138.2533800058288,1171.7737342722683,746121
2018-01-22,GRASIM.NS,1190.3109130859375,1192.8080364153666,1158.3271585685218,1175.6156236217832,426132
2018-01-23,GRASIM.NS,1175.039306640625,1198.2346301395962,1167.9317932904532,1195.7854154813922,975410
2018-01-24,GRASIM.NS,1152.6124267578125,1176.5761712349206,1148.0021536174388,1176.5761712349206,457560
2018-01-25,GRASIM.NS,1145.8411865234375,1163.9460976080807,1137.100900856522,1147.762114199438,889953
2018-01-29,GRASIM.NS,1137.7249755859375,1153.3326417427995,1128.4083784730935,1143.1035482836326,647388
2018-01-30,GRASIM.NS,1117.26708984375,1138.0613453300307,1110.3037716385115,1133.739228928314,475080
2018-01-31,GRASIM.NS,1114.1937255859375,1121.7813839943553,1097.5775070226323,1114.1456994514256,484129
2018-02-01,GRASIM.NS,1141.903076171875,1151.6998173513039,1088.7891234257058,1114.2415577528536,940721
2018-02-02,GRASIM.NS,1084.22705078125,1136.188502545865,1074.6222948546622,1133.3550783595213,755111
2018-02-05,GRASIM.NS,1054.6444091796875,1079.8568328769272,1035.7711992879708,1066.1220658168013,1202620
2018-02-06,GRASIM.NS,1023.3330078125,1035.4829110229414,986.5950237235968,1024.8216999582735,1626128
2018-02-07,GRASIM.NS,1016.1295166015625,1047.3928779269822,1009.9825253601387,1029.6241522825974,640357
2018-02-08,GRASIM.NS,1064.82568359375,1071.2128070518665,1008.7342128133592,1017.138316431348,848646
2018-02-09,GRASIM.NS,1065.1134033203125,1079.5685607943026,1032.553573687526,1044.5113726415557,801200
2018-02-12,GRASIM.NS,1087.54052734375,1091.6225129567126,1066.6023118508563,1067.1786254087624,494226
2018-02-14,GRASIM.NS,1082.2100830078125,1107.134234224839,1072.2211178983534,1084.4191674788144,1026475
2018-02-15,GRASIM.NS,1060.023193359375,1098.7781652831407,1055.5569982520924,1085.3315538265667,703707
2018-02-16,GRASIM.NS,1056.5653076171875,1072.2690278851512,1046.9126442051702,1065.9299319651561,415498
2018-02-19,GRASIM.NS,1046.62451171875,1063.6728462886151,1038.8927755838695,1056.5653321366112,404203
2018-02-20,GRASIM.NS,1074.43017578125,1079.568736612001,1045.9522090349174,1049.457999047797,400838
2018-02-21,GRASIM.NS,1066.6983642578125,1082.4980192837643,1056.5172955778103,1079.5686607862092,404367
2018-02-22,GRASIM.NS,1066.5062255859375,1077.5996726664043,1059.0145027053384,1070.6842633253355,780080
