Date,Ticker,Close,High,Low,Open,Volume
2018-01-01,BAJAJ-AUTO.NS,2705.13330078125,2751.024178723085,2694.56516911348,2746.870935504864,174560
2018-01-02,BAJAJ-AUTO.NS,2709.656494140625,2753.4501684142383,2697.5258519709387,2721.3759281011694,297721
2018-01-03,BAJAJ-AUTO.NS,2665.492919921875,2722.362938074541,2657.679963516461,2722.1984949388493,372267
2018-01-04,BAJAJ-AUTO.NS,2684.737548828125,2692.797270821955,2647.35875842586,2667.9191712747715,256909
2018-01-05,BAJAJ-AUTO.NS,2697.40283203125,2709.039945167083,2667.9602812375883,2683.5450337219763,113508
2018-01-08,BAJAJ-AUTO.NS,2694.0302734375,2711.2598552688573,2685.394902035197,2701.719946381264,120330
2018-01-09,BAJAJ-AUTO.NS,2667.5078125,2701.22688766957,2657.2687676360506,2694.2363476953906,324363
2018-01-10,BAJAJ-AUTO.NS,2637.818115234375,2664.628968503164,2631.8967576836385,2654.9655764105987,296961
2018-01-11,BAJAJ-AUTO.NS,2626.3046875,2648.427811119594,2615.4076692205686,2639.9568812811704,324132
2018-01-12,BAJAJ-AUTO.NS,2611.460205078125,2643.2465211682334,2592.4623044034115,2639.0521168784076,193239
2018-01-15,BAJAJ-AUTO.NS,2603.7705078125,2622.686086359464,2594.312718539018,2617.0936142841774,109156
2018-01-16,BAJAJ-AUTO.NS,2598.877197265625,2619.3964479646834,2582.4288679220476,2611.9946997600737,175692
2018-01-17,BAJAJ-AUTO.NS,2626.921630859375,2645.385042247848,2594.1896141932643,2597.1913541586573,224799
2018-01-18,BAJAJ-AUTO.NS,2632.7197265625,2666.192038806257,2624.3311182063303,2639.957032103516,282478
2018-01-19,BAJAJ-AUTO.NS,2640.28564453125,2651.2649842605947,2609.8973973929387,2638.1474822698515,143928
2018-01-22,BAJAJ-AUTO.NS,2693.002685546875,2699.993225423848,2631.732659566346,2631.732659566346,223845
2018-01-23,BAJAJ-AUTO.NS,2710.6435546875,2733.712377088032,2690.9878811470953,2697.5260520002244,324780
2018-01-24,BAJAJ-AUTO.NS,2748.145751953125,2755.053969877586,2695.0998904784065,2709.862225724007,402759
2018-01-25,BAJAJ-AUTO.NS,2723.5966796875,2751.7232837973415,2709.86236431072,2750.160772763292,246647
2018-01-29,BAJAJ-AUTO.NS,2766.52685546875,2778.0818477491603,2708.6699736710284,2727.9556009369358,365342
2018-01-30,BAJAJ-AUTO.NS,2761.921142578125,2800.286788800644,2747.775620110742,2774.791879419394,425678
2018-01-31,BAJAJ-AUTO.NS,2744.52734375,2784.538029877715,2677.911602369123,2753.4506437429136,275934
2018-02-01,BAJAJ-AUTO.NS,2806.866455078125,2813.6513914486227,2705.750382901522,2746.871209389387,439064
2018-02-02,BAJAJ-AUTO.NS,2665.698486328125,2852.4281819330363,2604.5517428008575,2811.8418497081093,1269438
2018-02-05,BAJAJ-AUTO.NS,2619.8486328125,2658.8722512768804,2582.8810553713774,2631.7325097698786,585934
2018-02-06,BAJAJ-AUTO.NS,2578.35791015625,2597.150005694752,2471.3614489731235,2471.3614489731235,270751
2018-02-07,BAJAJ-AUTO.NS,2578.72802734375,2630.334661330121,2570.2159364836816,2630.334661330121,223029
2018-02-08,BAJAJ-AUTO.NS,2597.150146484375,2623.4674744891017,2575.726156498472,2594.724057965995,202895
2018-02-09,BAJAJ-AUTO.NS,2548.874267578125,2584.4437802256216,2533.7418847080967,2573.3411577807383,175504
2018-02-12,BAJAJ-AUTO.NS,2593.983642578125,2601.220746256039,2534.68733993777,2577.452992655734,239055
2018-02-14,BAJAJ-AUTO.NS,2557.509521484375,2598.7947865700316,2549.4909612031715,2594.7238653535505,286070
2018-02-15,BAJAJ-AUTO.NS,2585.26611328125,2604.6752218356737,2547.4761175212448,2570.051408940323,148715
2018-02-16,BAJAJ-AUTO.NS,2552.698486328125,2597.191299157892,2545.8314290450267,2597.191299157892,132450
2018-02-19,BAJAJ-AUTO.NS,2492.41552734375,2563.883440940704,2475.4736671151627,2557.715317185434,219206
2018-02-20,BAJAJ-AUTO.NS,2508.2470703125,2525.229890909405,2476.0905044961705,2493.566855312593,236222
2018-02-21,BAJAJ-AUTO.NS,2477.61181640625,2534.3173890765074,2469.7988603241697,2533.7826979260503,275688
2018-02-22,BAJAJ-AUTO.NS,2446.113525390625,2479.421394856368,2439.287428034416,2479.421394856368,369716
2018-02-23,BAJAJ-AUTO.NS,2456.064208984375,2473.787322217497,2434.4348187123105,2457.38015551294,377558
2018-02-26,BAJAJ-AUTO.NS,2474.404541015625,2503.4358842987476,2467.9896520091825,2470.539223532667,203189
2018-02-27,BAJAJ-AUTO.NS,2495.787109375,2514.949452423309,2485.3424608316677,2500.1459566274884,325597
2018-02-28,BAJAJ-AUTO.NS,2484.19140625,2513.8393609961995,2459.0253805695233,2475.473710874336,519406
2018-03-01,BAJAJ-AUTO.NS,2484.43798828125,2533.0428849924588,2473.8700564562664,2522.4337921843635,503301
2018-03-05,BAJAJ-AUTO.NS,2420.82421875,2484.4380169193014,2411.119663532082,2484.4380169193014,287300
2018-03-06,BAJAJ-AUTO.NS,2384.349609375,2447.552390629547,2371.2321078274304,2442.4944092503424,258501
2018-03-07,BAJAJ-AUTO.NS,2388.215087890625,2417.904402535182,2364.4473324111045,2383.3629110703937,185188
2018-03-08,BAJAJ-AUTO.NS,2404.663330078125,2422.016397142555,2377.6882316821325,2401.209221213786,143854
2018-03-09,BAJAJ-AUTO.NS,2414.12109375,2440.027211138778,2399.9344104180504,2412.9697910690475,205178
2018-03-12,BAJAJ-AUTO.NS,2432.502197265625,2439.2871328171223,2410.5025577501638,2431.062968512277,246428
2018-03-13,BAJAJ-AUTO.NS,2444.016357421875,2470.5392908876292,2428.55488628323,2433.5305465168094,287288
2018-03-14,BAJAJ-AUTO.NS,2426.5810546875,2441.7545990208228,2414.614854403885,2436.8200999995615,225181
2018-03-15,BAJAJ-AUTO.NS,2425.1005859375,2444.139447061103,2415.02598409681,2434.352771301399,181457
2018-03-16,BAJAJ-AUTO.NS,2393.601806640625,2432.707747196319,2377.0713572271793,2417.9042517772746,338593
2018-03-19,BAJAJ-AUTO.NS,2343.434326171875,2402.1549764841825,2337.841854601382,2396.151296721524,231927
2018-03-20,BAJAJ-AUTO.NS,2362.802734375,2375.3445866893817,2327.6855880517887,2338.8703325954084,227109
2018-03-21,BAJAJ-AUTO.NS,2345.367431640625,2377.1537492789785,2331.8387202758686,2376.7425410260357,231405
2018-03-22,BAJAJ-AUTO.NS,2331.509765625,2363.4195680227836,2320.8595114259397,2345.4496860344443,325295
2018-03-23,BAJAJ-AUTO.NS,2294.500732421875,2316.9527416433934,2257.533153185239,2315.0199826735548,451122
2018-03-26,BAJAJ-AUTO.NS,2342.77685546875,2356.0178424109554,2246.8832049563784,2292.897371373329,299008
2018-03-27,BAJAJ-AUTO.NS,2301.3681640625,2355.3185667404564,2295.364483372081,2352.9336391714523,304403
2018-03-28,BAJAJ-AUTO.NS,2257.286376953125,2296.433480058226,2249.7613467937517,2282.205635399404,680019
2018-04-02,BAJAJ-AUTO.NS,2310.126708984375,2315.883624288667,2260.8228816425317,2265.7573804747817,396178
2018-04-03,BAJAJ-AUTO.NS,2296.18701171875,2327.3565187055437,2290.4300958584236,2294.5421786157995,324121
2018-04-04,BAJAJ-AUTO.NS,2274.8037109375,2315.9245300072307,2258.5609874049564,2308.5227825746792,308672
2018-04-05,BAJAJ-AUTO.NS,2309.46826171875,2315.8831490413163,2288.2910419095,2294.541486128458,341534
2018-04-06,BAJAJ-AUTO.NS,2291.5810546875,2322.5451536731593,2283.233608257323,2315.061083864182,282872
2018-04-09,BAJAJ-AUTO.NS,2280.1083984375,2306.0145160647717,2275.914195102337,2292.897014121666,270316
2018-04-10,BAJAJ-AUTO.NS,2275.17431640625,2301.944016346113,2271.884650073494,2294.5422670974117,298049
2018-04-11,BAJAJ-AUTO.NS,2266.2099609375,2286.318005396247,2262.46792548384,2282.2059226527285,275482
2018-04-12,BAJAJ-AUTO.NS,2272.501220703125,2286.3178579875876,2267.4022785869706,2283.8506085005506,349414
2018-04-13,BAJAJ-AUTO.NS,2291.41650390625,2307.7003885728304,2269.252422369773,2277.6410293842987,400416
2018-04-16,BAJAJ-AUTO.NS,2334.2646484375,2336.8551799389465,2283.1103854430035,2289.360629987146,479220
2018-04-17,BAJAJ-AUTO.NS,2355.565185546875,2364.694088570749,2335.662747363717,2339.7748296654136,562666
2018-04-18,BAJAJ-AUTO.NS,2353.796875,2367.736792688056,2340.3502866760173,2367.736792688056,352687
2018-04-19,BAJAJ-AUTO.NS,2350.42529296875,2356.2233696899657,2336.608655041783,2356.2233696899657,283973
2018-04-20,BAJAJ-AUTO.NS,2346.107177734375,2360.3761823063414,2303.6294518283703,2347.0119160705876,466032
2018-04-23,BAJAJ-AUTO.NS,2345.655029296875,2368.559408053444,2319.2144203856637,2346.1897204677703,235602
2018-04-24,BAJAJ-AUTO.NS,2374.15185546875,2382.7872282208536,2343.886889856705,2348.9037105315574,261691
2018-04-25,BAJAJ-AUTO.NS,2385.295654296875,2394.835564738604,2355.853104943144,2372.6714813523486,319384
2018-04-26,BAJAJ-AUTO.NS,2372.63037109375,2404.745774622559,2366.0922002698712,2404.745774622559,387123
2018-04-27,BAJAJ-AUTO.NS,2423.78466796875,2434.3528001347963,2376.7836460775547,2376.7836460775547,365533
2018-04-30,BAJAJ-AUTO.NS,2428.266845703125,2448.7449346155277,2408.7344553766366,2445.0028996801375,122656
2018-05-02,BAJAJ-AUTO.NS,2439.245849609375,2502.9419588015753,2426.169509334023,2483.409569556324,523589
2018-05-03,BAJAJ-AUTO.NS,2446.853515625,2463.096241400308,2427.033398567816,2463.096241400308,382125
2018-05-04,BAJAJ-AUTO.NS,2375.673583984375,2455.73591871473,2372.6718437682503,2454.9135021311013,266727
2018-05-07,BAJAJ-AUTO.NS,2397.5908203125,2420.3305558222496,2377.318133473952,2380.073309014461,235635
2018-05-08,BAJAJ-AUTO.NS,2378.634033203125,2409.515811780709,2373.4939302702805,2397.344007878679,132638
2018-05-09,BAJAJ-AUTO.NS,2361.97998046875,2388.87295749879,2356.3053874314496,2376.783476168067,155763
2018-05-10,BAJAJ-AUTO.NS,2325.382568359375,2380.854519090328,2319.2556058164196,2370.2042659634726,222907
2018-05-11,BAJAJ-AUTO.NS,2315.47216796875,2339.774612270827,2303.5882913780624,2339.774612270827,286976
2018-05-14,BAJAJ-AUTO.NS,2329.042236328125,2343.886893477201,2296.597947380731,2327.4385644001677,142564
2018-05-15,BAJAJ-AUTO.NS,2322.216064453125,2366.0920611603133,2309.139723574164,2318.391908380578,256661
2018-05-16,BAJAJ-AUTO.NS,2312.552490234375,2324.806614511195,2290.676335455126,2313.4572285475497,262982
2018-05-17,BAJAJ-AUTO.NS,2315.47216796875,2327.5206884644226,2292.074462003092,2320.036619056592,162490
2018-05-18,BAJAJ-AUTO.NS,2292.48583984375,2397.3439365540917,2266.2508355691507,2339.774785419002,1811320
2018-05-21,BAJAJ-AUTO.NS,2237.425048828125,2282.1644221067527,2223.4028086020276,2282.1644221067527,393470
2018-05-22,BAJAJ-AUTO.NS,2309.756591796875,2324.148879621851,2241.1259794399707,2245.196900696268,512096
2018-05-23,BAJAJ-AUTO.NS,2282.164306640625,2329.2064836899485,2274.80372015437,2320.6945945791763,243631
2018-05-24,BAJAJ-AUTO.NS,2247.499755859375,2314.7734628579283,2233.8064012450473,2278.0936082023672,275197
2018-05-25,BAJAJ-AUTO.NS,2268.6357421875,2282.6991435787872,2239.4399586646955,2265.716123678167,298273
2018-05-28,BAJAJ-AUTO.NS,2294.664794921875,2312.6346716712515,2262.4672765887667,2271.5138560298706,160044
2018-05-29,BAJAJ-AUTO.NS,2299.517578125,2331.509498035121,2271.2263314915394,2307.618259767172,261407
2018-05-30,BAJAJ-AUTO.NS,2272.25439453125,2297.831627173597,2267.4022176512553,2297.831627173597,345195
2018-05-31,BAJAJ-AUTO.NS,2261.891845703125,2290.3884934049393,2248.568740294293,2282.2054904520805,447005
2018-06-01,BAJAJ-AUTO.NS,2382.17041015625,2394.3831739765706,2285.2073901587896,2286.317732681213,1799352
2018-06-04,BAJAJ-AUTO.NS,2367.32568359375,2403.553167336803,2361.198721373601,2376.7834724981544,759197
2018-06-05,BAJAJ-AUTO.NS,2341.8720703125,2372.3836010217433,2335.6627857777617,2367.32582002158,367916
2018-06-06,BAJAJ-AUTO.NS,2372.877197265625,2417.410970250858,2330.4404257188976,2343.8870157549713,654288
2018-06-07,BAJAJ-AUTO.NS,2375.632568359375,2408.8581172486874,2354.2085766986193,2377.6062877999166,513700
2018-06-08,BAJAJ-AUTO.NS,2363.666259765625,2385.4602977328236,2357.868183092766,2375.138930161112,269022
2018-06-11,BAJAJ-AUTO.NS,2369.464111328125,2396.4803712043363,2363.4604310938785,2374.028361991477,413241
2018-06-12,BAJAJ-AUTO.NS,2374.52197265625,2395.287988695585,2360.3764494122524,2373.4939520602434,539628
2018-06-13,BAJAJ-AUTO.NS,2391.5458984375,2412.9698873214534,2378.0583488429256,2391.5870594174457,362419
