Date,Ticker,Close,High,Low,Open,Volume
2018-01-01,TATAMOTORS.NS,421.8294982910156,433.70570193261216,419.6430687496414,428.2893679106075,6807536
2018-01-02,TATAMOTORS.NS,436.5877990722656,438.12824774407915,419.39461945836405,426.2023343945522,15331261
2018-01-03,TATAMOTORS.NS,431.22113037109375,438.6748259767101,429.28318771113254,437.6809998959613,9794953
2018-01-04,TATAMOTORS.NS,427.2955322265625,430.62482530784723,423.12145058821307,427.3452113985476,8395377
2018-01-05,TATAMOTORS.NS,428.93536376953125,433.6560378869839,427.1464585380493,428.5875185582014,7021611
2018-01-08,TATAMOTORS.NS,430.873291015625,433.50695442862946,428.98502750244796,429.3328727012566,4635214
2018-01-09,TATAMOTORS.NS,434.8486022949219,440.7618797810351,430.32670562612896,431.56898826361777,12629045
2018-01-10,TATAMOTORS.NS,430.6248474121094,436.5878041563112,428.6371951640421,435.29584232673403,4702579
2018-01-11,TATAMOTORS.NS,432.0658874511719,434.89829783957146,430.2273031408658,430.8236048535549,4564895
2018-01-12,TATAMOTORS.NS,434.40142822265625,438.72457816033193,429.4322973354814,434.30203953907915,7408870
2018-01-15,TATAMOTORS.NS,429.68072509765625,437.3331679538054,428.3887329560341,435.34551573207847,4042775
2018-01-16,TATAMOTORS.NS,419.29522705078125,432.5131324264058,416.9100504679302,430.326702866779,5623745
2018-01-17,TATAMOTORS.NS,420.3387756347656,421.8791940112673,407.56810374314955,419.44430785056034,10204447
2018-01-18,TATAMOTORS.NS,416.36346435546875,425.6557142973931,411.8912468235267,421.38227412075946,9579830
2018-01-19,TATAMOTORS.NS,415.468994140625,419.34494024216366,412.48751580354366,412.6366139837305,3894062
2018-01-22,TATAMOTORS.NS,419.29522705078125,421.7797923098273,415.8665451907971,416.4628165896356,4643782
2018-01-23,TATAMOTORS.NS,415.4193115234375,420.18966469156186,412.1893766850376,420.18966469156186,6185011
2018-01-24,TATAMOTORS.NS,401.1082458496094,413.68014075816825,400.1640988621579,413.43168421717235,10789570
2018-01-25,TATAMOTORS.NS,397.8285827636719,405.13321079423343,395.5427948247431,400.9591592976027,16312167
2018-01-29,TATAMOTORS.NS,396.7850646972656,403.3940021010301,395.6421707645968,400.01499947564037,5789602
2018-01-30,TATAMOTORS.NS,393.40606689453125,399.8162270280793,392.5613086455369,397.5304391347209,6963005
2018-01-31,TATAMOTORS.NS,397.0335388183594,398.4745988381027,392.80977776710023,393.05823429952727,5111454
2018-02-01,TATAMOTORS.NS,391.21966552734375,401.30699508114884,388.1387983363004,397.43107908623455,7259426
2018-02-02,TATAMOTORS.NS,381.3807678222656,394.94648809069673,378.94588173316725,389.57983318912864,10070356
2018-02-05,TATAMOTORS.NS,393.3563537597656,395.54278328648263,377.6539136906116,378.6477397792711,9876017
2018-02-06,TATAMOTORS.NS,373.13201904296875,377.5048477897864,354.2990024340907,360.7588720436884,25294860
2018-02-07,TATAMOTORS.NS,375.4674987792969,383.02058341295265,372.88357511153293,378.05145277622734,12706795
2018-02-08,TATAMOTORS.NS,372.5357360839844,377.6539346589232,369.90210286864374,377.5545459787059,12452396
2018-02-09,TATAMOTORS.NS,366.473388671875,370.8959271210735,365.7280190677966,367.6162826656285,8816777
2018-02-12,TATAMOTORS.NS,369.5045166015625,373.87737552445884,367.9144191705068,371.09464436178257,6002369
2018-02-14,TATAMOTORS.NS,374.52337646484375,379.9397105790719,368.3119632633211,370.597751189815,9623436
2018-02-15,TATAMOTORS.NS,373.4798278808594,379.84033904169047,370.79651566847593,377.45513219179634,10225880
2018-02-16,TATAMOTORS.NS,368.4610290527344,377.0576188097094,365.330482882516,375.66626832618635,8545282
2018-02-19,TATAMOTORS.NS,366.473388671875,372.3866663292303,360.5601110145197,371.3928401904591,5658765
2018-02-20,TATAMOTORS.NS,367.01995849609375,368.6100862868236,364.2372576091902,368.0634940755563,3972114
2018-02-21,TATAMOTORS.NS,362.1999206542969,370.20020832673913,360.6097928882686,370.20020832673913,8640166
2018-02-22,TATAMOTORS.NS,356.2866516113281,360.75886899557077,355.2928255259409,360.75886899557077,10870704
2018-02-23,TATAMOTORS.NS,357.9761962890625,362.34902534341927,356.53513622006005,357.876807606861,6751064
2018-02-26,TATAMOTORS.NS,369.75299072265625,371.1940507084787,359.76505048586154,359.76505048586154,10576794
2018-02-27,TATAMOTORS.NS,370.2499084472656,374.2749224261227,368.0635091832873,372.6847945701236,6156672
2018-02-28,TATAMOTORS.NS,367.61627197265625,371.3431198846442,364.88325017053177,367.7156606494758,8009429
2018-03-01,TATAMOTORS.NS,368.4610290527344,373.9767518131589,366.77151253970686,367.4672029460514,6991806
2018-03-05,TATAMOTORS.NS,349.87646484375,366.47337277285817,347.9385221547216,366.47337277285817,14665325
2018-03-06,TATAMOTORS.NS,344.3607482910156,355.7400694210432,342.87000912092464,352.95733810604037,8876632
2018-03-07,TATAMOTORS.NS,345.6527099609375,353.1064058082478,341.130813278569,342.87000897627473,15599393
2018-03-08,TATAMOTORS.NS,343.0190734863281,349.7273996835672,338.94438039698673,348.63418490410993,7674221
2018-03-09,TATAMOTORS.NS,339.3916320800781,346.54719253085653,338.04996070441126,343.4166158779114,5519224
2018-03-12,TATAMOTORS.NS,350.423095703125,351.61566884869035,338.24872574266885,342.87001113121283,8238960
2018-03-13,TATAMOTORS.NS,350.96966552734375,354.24930970886464,347.83911951751895,350.42307332833906,6184241
2018-03-14,TATAMOTORS.NS,351.8641357421875,352.70889403423973,347.44162757889507,348.8329781209515,3820313
2018-03-15,TATAMOTORS.NS,350.91998291015625,356.1872488223165,348.93233081814645,351.86409945636245,4331145
2018-03-16,TATAMOTORS.NS,337.65240478515625,350.4230757560348,336.31073353474653,349.8764532240789,14205582
2018-03-19,TATAMOTORS.NS,333.62744140625,339.9879225234889,330.49686485749857,339.09348507920265,9391347
2018-03-20,TATAMOTORS.NS,336.7082824707031,338.29841035284045,331.49069526095565,333.42866835624284,5080453
2018-03-21,TATAMOTORS.NS,331.7888488769531,340.1369820341645,330.1987210543496,337.8014846380749,6812442
2018-03-22,TATAMOTORS.NS,336.1120300292969,338.1493615897943,332.7329967155424,336.4101657550195,9255091
2018-03-23,TATAMOTORS.NS,328.807373046875,332.7329679658183,327.5650904150893,327.96261479142754,8578297
2018-03-26,TATAMOTORS.NS,330.298095703125,331.8385139579127,322.29777775662626,326.76999500762014,8907023
2018-03-27,TATAMOTORS.NS,329.1054992675781,333.72678445888045,328.06199401860067,331.8882304801263,6822448
2018-03-28,TATAMOTORS.NS,324.83209228515625,331.59009816264125,323.1922851575926,329.4533779461694,10975624
2018-04-02,TATAMOTORS.NS,337.0561218261719,338.6959288549039,330.6459615630983,332.931749502644,9874486
2018-04-03,TATAMOTORS.NS,340.98175048828125,342.37310100126297,335.0684728966509,336.31075555630713,6989584
2018-04-04,TATAMOTORS.NS,353.4045715332031,361.4545691071513,344.1122913191137,344.6588835491094,27157199
2018-04-05,TATAMOTORS.NS,359.9638366699219,370.05116583065757,357.5786296929171,360.3613610563671,28886070
2018-04-06,TATAMOTORS.NS,361.85211181640625,366.07587300684827,354.24934773944415,359.76507080941315,13297051
2018-04-09,TATAMOTORS.NS,356.087890625,366.3243179723567,354.7959287862964,359.66567076262794,9555113
2018-04-10,TATAMOTORS.NS,351.0690612792969,360.11288463498573,349.32986564663224,358.2743003289073,8201215
2018-04-11,TATAMOTORS.NS,353.6033020019531,354.94497325632,348.33603598604117,352.8082532811544,5622957
2018-04-12,TATAMOTORS.NS,356.187255859375,362.1502122532122,354.79590543331256,355.7897314989521,13145938
2018-04-13,TATAMOTORS.NS,354.8455810546875,358.7712061063535,352.2119480729252,355.69033926786216,5935628
2018-04-16,TATAMOTORS.NS,337.0561218261719,350.621842269924,335.46599397166926,348.6341900340873,19157051
